date,exchange,status,start_time,end_time,holiday_name
11/23/2007,NYSE,short day,9:30,13:00,Black Friday
12/11/2007,NYSE,economic,,,fomc
12/13/2007,NYSE,economic,,,ppi
12/14/2007,NYSE,economic,,,cpi
12/21/2007,NYSE,economic,,,witching
12/24/2007,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2007,NYSE,closed,,,Christmas Day
1/1/2008,NYSE,closed,,,New Year's Day
1/15/2008,NYSE,economic,,,ppi
1/16/2008,NYSE,economic,,,cpi
1/21/2008,NYSE,closed,,,Martin Luther King's Birthday
1/22/2008,NYSE,economic,,,fomc
1/30/2008,NYSE,economic,,,fomc
2/18/2008,NYSE,closed,,,Washington's Birthday
2/19/2008,NYSE,economic,,,ppi
2/20/2008,NYSE,economic,,,cpi
3/14/2008,NYSE,economic,,,cpi
3/18/2008,NYSE,economic,,,fomc|ppi
3/21/2008,NYSE,closed,,,Good Friday
3/21/2008,NYSE,economic,,,witching
4/15/2008,NYSE,economic,,,ppi
4/16/2008,NYSE,economic,,,cpi
4/30/2008,NYSE,economic,,,fomc
5/13/2008,NYSE,economic,,,ppi
5/14/2008,NYSE,economic,,,cpi
5/26/2008,NYSE,closed,,,Memorial Day
6/13/2008,NYSE,economic,,,cpi
6/17/2008,NYSE,economic,,,ppi
6/20/2008,NYSE,economic,,,witching
6/25/2008,NYSE,economic,,,fomc
7/3/2008,NYSE,short day,9:30,13:00,
7/4/2008,NYSE,closed,,,Independence Day
7/15/2008,NYSE,economic,,,ppi
7/16/2008,NYSE,economic,,,cpi
8/5/2008,NYSE,economic,,,fomc
8/14/2008,NYSE,economic,,,cpi
8/19/2008,NYSE,economic,,,ppi
9/1/2008,NYSE,closed,,,Labor Day
9/12/2008,NYSE,economic,,,ppi
9/16/2008,NYSE,economic,,,fomc|cpi
9/19/2008,NYSE,economic,,,witching
10/8/2008,NYSE,economic,,,fomc
10/14/2008,NYSE,economic,,,ppi
10/16/2008,NYSE,economic,,,cpi
10/29/2008,NYSE,economic,,,fomc
11/18/2008,NYSE,economic,,,ppi
11/19/2008,NYSE,economic,,,cpi
11/27/2008,NYSE,closed,,,Thanksgiving Day
11/28/2008,NYSE,short day,9:30,13:00,Black Friday
12/11/2008,NYSE,economic,,,ppi
12/16/2008,NYSE,economic,,,fomc|cpi
12/19/2008,NYSE,economic,,,witching
12/24/2008,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2008,NYSE,closed,,,Christmas Day
1/1/2009,NYSE,closed,,,New Year's Day
1/15/2009,NYSE,economic,,,ppi
1/16/2009,NYSE,economic,,,cpi
1/19/2009,NYSE,closed,,,Martin Luther King's Birthday
1/28/2009,NYSE,economic,,,fomc
2/16/2009,NYSE,closed,,,Washington's Birthday
2/19/2009,NYSE,economic,,,ppi
2/20/2009,NYSE,economic,,,cpi
3/17/2009,NYSE,economic,,,ppi
3/18/2009,NYSE,economic,,,fomc|cpi
3/20/2009,NYSE,economic,,,witching
4/10/2009,NYSE,closed,,,Good Friday
4/14/2009,NYSE,economic,,,ppi
4/15/2009,NYSE,economic,,,cpi
4/29/2009,NYSE,economic,,,fomc
5/14/2009,NYSE,economic,,,ppi
5/15/2009,NYSE,economic,,,cpi
5/25/2009,NYSE,closed,,,Memorial Day
6/16/2009,NYSE,economic,,,ppi
6/17/2009,NYSE,economic,,,cpi
6/19/2009,NYSE,economic,,,witching
6/24/2009,NYSE,economic,,,fomc
7/3/2009,NYSE,closed,,,Independence Day Observed
7/14/2009,NYSE,economic,,,ppi
7/15/2009,NYSE,economic,,,cpi
8/12/2009,NYSE,economic,,,fomc
8/14/2009,NYSE,economic,,,cpi
8/18/2009,NYSE,economic,,,ppi
9/7/2009,NYSE,closed,,,Labor Day
9/15/2009,NYSE,economic,,,ppi
9/16/2009,NYSE,economic,,,cpi
9/18/2009,NYSE,economic,,,witching
9/23/2009,NYSE,economic,,,fomc
10/14/2009,NYSE,economic,,,ppi
10/15/2009,NYSE,economic,,,cpi
11/4/2009,NYSE,economic,,,fomc
11/17/2009,NYSE,economic,,,ppi
11/18/2009,NYSE,economic,,,cpi
11/26/2009,NYSE,closed,,,Thanksgiving Day
11/27/2009,NYSE,short day,9:30,13:00,Black Friday
12/15/2009,NYSE,economic,,,ppi
12/16/2009,NYSE,economic,,,fomc|cpi
12/18/2009,NYSE,economic,,,witching
12/24/2009,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2009,NYSE,closed,,,Christmas Day
1/1/2010,NYSE,closed,,,New Year's Day
1/14/2010,NYSE,economic,,,ppi
1/15/2010,NYSE,economic,,,cpi
1/18/2010,NYSE,closed,,,Martin Luther King's Birthday
1/27/2010,NYSE,economic,,,fomc
2/15/2010,NYSE,closed,,,Washington's Birthday
2/18/2010,NYSE,economic,,,ppi
2/19/2010,NYSE,economic,,,cpi
3/16/2010,NYSE,economic,,,fomc
3/17/2010,NYSE,economic,,,ppi
3/18/2010,NYSE,economic,,,cpi
3/19/2010,NYSE,economic,,,witching
4/2/2010,NYSE,closed,,,Good Friday
4/13/2010,NYSE,economic,,,ppi
4/14/2010,NYSE,economic,,,cpi
4/28/2010,NYSE,economic,,,fomc
5/18/2010,NYSE,economic,,,ppi
5/19/2010,NYSE,economic,,,cpi
5/31/2010,NYSE,closed,,,Memorial Day
6/15/2010,NYSE,economic,,,ppi
6/17/2010,NYSE,economic,,,cpi
6/18/2010,NYSE,economic,,,witching
6/23/2010,NYSE,economic,,,fomc
7/5/2010,NYSE,closed,,,Independence Day Observed
7/15/2010,NYSE,economic,,,ppi
7/16/2010,NYSE,economic,,,cpi
8/10/2010,NYSE,economic,,,fomc
8/13/2010,NYSE,economic,,,cpi
8/17/2010,NYSE,economic,,,ppi
9/6/2010,NYSE,closed,,,Labor Day
9/16/2010,NYSE,economic,,,ppi
9/17/2010,NYSE,economic,,,cpi|witching
9/21/2010,NYSE,economic,,,fomc
10/14/2010,NYSE,economic,,,ppi
10/15/2010,NYSE,economic,,,cpi
11/3/2010,NYSE,economic,,,fomc
11/16/2010,NYSE,economic,,,ppi
11/17/2010,NYSE,economic,,,cpi
11/25/2010,NYSE,closed,,,Thanksgiving Day
11/26/2010,NYSE,short day,9:30,13:00,Black Friday
12/14/2010,NYSE,economic,,,fomc|ppi
12/15/2010,NYSE,economic,,,cpi
12/17/2010,NYSE,economic,,,witching
12/24/2010,NYSE,closed,,,Christmas Day Observed
1/13/2011,NYSE,economic,,,ppi
1/14/2011,NYSE,economic,,,cpi
1/17/2011,NYSE,closed,,,Martin Luther King's Birthday
1/26/2011,NYSE,economic,,,fomc
2/16/2011,NYSE,economic,,,ppi
2/17/2011,NYSE,economic,,,cpi
2/21/2011,NYSE,closed,,,Washington's Birthday
3/15/2011,NYSE,economic,,,fomc
3/16/2011,NYSE,economic,,,ppi
3/17/2011,NYSE,economic,,,cpi
3/18/2011,NYSE,economic,,,witching
4/14/2011,NYSE,economic,,,ppi
4/15/2011,NYSE,economic,,,cpi
4/22/2011,NYSE,closed,,,Good Friday
4/27/2011,NYSE,economic,,,fomc
5/12/2011,NYSE,economic,,,ppi
5/13/2011,NYSE,economic,,,cpi
5/30/2011,NYSE,closed,,,Memorial Day
6/14/2011,NYSE,economic,,,ppi
6/15/2011,NYSE,economic,,,cpi
6/17/2011,NYSE,economic,,,witching
6/22/2011,NYSE,economic,,,fomc
7/4/2011,NYSE,closed,,,Independence Day
7/14/2011,NYSE,economic,,,ppi
7/15/2011,NYSE,economic,,,cpi
8/9/2011,NYSE,economic,,,fomc
8/17/2011,NYSE,economic,,,ppi
8/18/2011,NYSE,economic,,,cpi
9/5/2011,NYSE,closed,,,Labor Day
9/14/2011,NYSE,economic,,,ppi
9/15/2011,NYSE,economic,,,cpi
9/16/2011,NYSE,economic,,,witching
9/21/2011,NYSE,economic,,,fomc
10/18/2011,NYSE,economic,,,ppi
10/19/2011,NYSE,economic,,,cpi
11/2/2011,NYSE,economic,,,fomc
11/15/2011,NYSE,economic,,,ppi
11/16/2011,NYSE,economic,,,cpi
11/24/2011,NYSE,closed,,,Thanksgiving Day
11/25/2011,NYSE,short day,9:30,13:00,Black Friday
12/13/2011,NYSE,economic,,,fomc
12/14/2011,NYSE,economic,,,ppi
12/16/2011,NYSE,economic,,,cpi|witching
12/26/2011,NYSE,closed,,,Christmas Day Observed
1/2/2012,NYSE,closed,,,New Year's Day Observed
1/16/2012,NYSE,closed,,,Martin Luther King's Birthday
1/18/2012,NYSE,economic,,,ppi
1/19/2012,NYSE,economic,,,cpi
1/25/2012,NYSE,economic,,,fomc
2/16/2012,NYSE,economic,,,ppi
2/17/2012,NYSE,economic,,,cpi
2/20/2012,NYSE,closed,,,Washington's Birthday
3/13/2012,NYSE,economic,,,fomc
3/14/2012,NYSE,economic,,,ppi
3/16/2012,NYSE,economic,,,cpi|witching
4/6/2012,NYSE,closed,,,Good Friday
4/12/2012,NYSE,economic,,,ppi
4/13/2012,NYSE,economic,,,cpi
4/25/2012,NYSE,economic,,,fomc
5/10/2012,NYSE,economic,,,ppi
5/15/2012,NYSE,economic,,,cpi
5/28/2012,NYSE,closed,,,Memorial Day
6/13/2012,NYSE,economic,,,ppi
6/14/2012,NYSE,economic,,,cpi
6/15/2012,NYSE,economic,,,witching
6/20/2012,NYSE,economic,,,fomc
7/3/2012,NYSE,short day,9:30,13:00,Independence Day
7/4/2012,NYSE,closed,,,Independence Day
7/13/2012,NYSE,economic,,,ppi
7/17/2012,NYSE,economic,,,cpi
8/1/2012,NYSE,economic,,,fomc
8/14/2012,NYSE,economic,,,ppi
8/15/2012,NYSE,economic,,,cpi
9/3/2012,NYSE,closed,,,Labor Day
9/13/2012,NYSE,economic,,,fomc|ppi
9/14/2012,NYSE,economic,,,cpi
9/21/2012,NYSE,economic,,,witching
10/12/2012,NYSE,economic,,,ppi
10/16/2012,NYSE,economic,,,cpi
10/24/2012,NYSE,economic,,,fomc
10/29/2012,NYSE,closed,,,Special Holiday
10/30/2012,NYSE,closed,,,Special Holiday
11/14/2012,NYSE,economic,,,ppi
11/15/2012,NYSE,economic,,,cpi
11/22/2012,NYSE,closed,,,Thanksgiving Day
11/23/2012,NYSE,short day,9:30,13:00,Black Friday
12/12/2012,NYSE,economic,,,fomc
12/13/2012,NYSE,economic,,,ppi
12/14/2012,NYSE,economic,,,cpi
12/21/2012,NYSE,economic,,,witching
12/24/2012,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2012,NYSE,closed,,,Christmas Day
1/1/2013,NYSE,closed,,,New Year's Day
1/15/2013,NYSE,economic,,,ppi
1/16/2013,NYSE,economic,,,cpi
1/21/2013,NYSE,closed,,,Martin Luther King's Birthday
1/30/2013,NYSE,economic,,,fomc
2/18/2013,NYSE,closed,,,Washington's Birthday
2/20/2013,NYSE,economic,,,ppi
2/21/2013,NYSE,economic,,,cpi
3/14/2013,NYSE,economic,,,ppi
3/15/2013,NYSE,economic,,,cpi|witching
3/20/2013,NYSE,economic,,,fomc
3/29/2013,NYSE,closed,,,Good Friday
4/12/2013,NYSE,economic,,,ppi
4/16/2013,NYSE,economic,,,cpi
5/1/2013,NYSE,economic,,,fomc
5/14/2013,NYSE,economic,,,ppi
5/16/2013,NYSE,economic,,,cpi
5/27/2013,NYSE,closed,,,Memorial Day
6/14/2013,NYSE,economic,,,ppi
6/18/2013,NYSE,economic,,,cpi
6/19/2013,NYSE,economic,,,fomc
6/21/2013,NYSE,economic,,,witching
7/3/2013,NYSE,short day,9:30,13:00,Independence Day
7/4/2013,NYSE,closed,,,Independence Day
7/12/2013,NYSE,economic,,,ppi
7/16/2013,NYSE,economic,,,cpi
7/31/2013,NYSE,economic,,,fomc
8/13/2013,NYSE,economic,,,ppi
8/15/2013,NYSE,economic,,,cpi
9/2/2013,NYSE,closed,,,Labor Day
9/13/2013,NYSE,economic,,,ppi
9/17/2013,NYSE,economic,,,cpi
9/18/2013,NYSE,economic,,,fomc
9/20/2013,NYSE,economic,,,witching
10/29/2013,NYSE,economic,,,ppi
10/30/2013,NYSE,economic,,,fomc|cpi
11/19/2013,NYSE,economic,,,ppi
11/20/2013,NYSE,economic,,,cpi
11/28/2013,NYSE,closed,,,Thanksgiving Day
11/29/2013,NYSE,short day,9:30,13:00,Black Friday
12/13/2013,NYSE,economic,,,ppi
12/17/2013,NYSE,economic,,,cpi
12/18/2013,NYSE,economic,,,fomc
12/20/2013,NYSE,economic,,,witching
12/24/2013,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2013,NYSE,closed,,,Christmas Day
1/1/2014,NYSE,closed,,,New Year's Day
1/15/2014,NYSE,economic,,,ppi
1/16/2014,NYSE,economic,,,cpi
1/20/2014,NYSE,closed,,,Martin Luther King's Birthday
1/29/2014,NYSE,economic,,,fomc
2/17/2014,NYSE,closed,,,Washington's Birthday
2/20/2014,NYSE,economic,,,cpi|ppi
3/18/2014,NYSE,economic,,,cpi|ppi
3/19/2014,NYSE,economic,,,fomc
3/21/2014,NYSE,economic,,,witching
4/11/2014,NYSE,economic,,,ppi
4/15/2014,NYSE,economic,,,cpi
4/18/2014,NYSE,closed,,,Good Friday
4/30/2014,NYSE,economic,,,fomc
5/14/2014,NYSE,economic,,,ppi
5/15/2014,NYSE,economic,,,cpi
5/26/2014,NYSE,closed,,,Memorial Day
6/13/2014,NYSE,economic,,,ppi
6/17/2014,NYSE,economic,,,cpi
6/18/2014,NYSE,economic,,,fomc
6/20/2014,NYSE,economic,,,witching
7/3/2014,NYSE,short day,9:30,13:00,Independence Day
7/4/2014,NYSE,closed,,,Independence Day
7/15/2014,NYSE,economic,,,ppi
7/22/2014,NYSE,economic,,,cpi
7/30/2014,NYSE,economic,,,fomc
8/19/2014,NYSE,economic,,,cpi|ppi
9/1/2014,NYSE,closed,,,Labor Day
9/16/2014,NYSE,economic,,,ppi
9/17/2014,NYSE,economic,,,fomc|cpi
9/19/2014,NYSE,economic,,,witching
10/15/2014,NYSE,economic,,,ppi
10/22/2014,NYSE,economic,,,cpi
10/29/2014,NYSE,economic,,,fomc
11/18/2014,NYSE,economic,,,ppi
11/20/2014,NYSE,economic,,,cpi
11/27/2014,NYSE,closed,,,Thanksgiving Day
11/28/2014,NYSE,short day,9:30,13:00,Black Friday
12/12/2014,NYSE,economic,,,ppi
12/17/2014,NYSE,economic,,,fomc|cpi
12/19/2014,NYSE,economic,,,witching
12/24/2014,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2014,NYSE,closed,,,Christmas Day
1/1/2015,NYSE,closed,,,New Year's Day
1/14/2015,NYSE,economic,,,ppi
1/16/2015,NYSE,economic,,,cpi
1/19/2015,NYSE,closed,,,Martin Luther King's Birthday
1/28/2015,NYSE,economic,,,fomc
2/16/2015,NYSE,closed,,,Washington's Birthday
2/20/2015,NYSE,economic,,,ppi
2/26/2015,NYSE,economic,,,cpi
3/13/2015,NYSE,economic,,,ppi
3/18/2015,NYSE,economic,,,fomc
3/20/2015,NYSE,economic,,,witching
3/24/2015,NYSE,economic,,,cpi
4/3/2015,NYSE,closed,,,Good Friday
4/14/2015,NYSE,economic,,,ppi
4/17/2015,NYSE,economic,,,cpi
4/29/2015,NYSE,economic,,,fomc
5/14/2015,NYSE,economic,,,ppi
5/22/2015,NYSE,economic,,,cpi
5/25/2015,NYSE,closed,,,Memorial Day
6/16/2015,NYSE,economic,,,ppi
6/17/2015,NYSE,economic,,,fomc
6/18/2015,NYSE,economic,,,cpi
6/19/2015,NYSE,economic,,,witching
7/3/2015,NYSE,closed,,,Independence Day Observed
7/14/2015,NYSE,economic,,,ppi
7/17/2015,NYSE,economic,,,cpi
7/29/2015,NYSE,economic,,,fomc
8/13/2015,NYSE,economic,,,ppi
8/19/2015,NYSE,economic,,,cpi
9/7/2015,NYSE,closed,,,Labor Day
9/14/2015,NYSE,economic,,,ppi
9/16/2015,NYSE,economic,,,cpi
9/17/2015,NYSE,economic,,,fomc
9/18/2015,NYSE,economic,,,witching
10/14/2015,NYSE,economic,,,ppi
10/15/2015,NYSE,economic,,,cpi
10/28/2015,NYSE,economic,,,fomc
11/13/2015,NYSE,economic,,,ppi
11/17/2015,NYSE,economic,,,cpi
11/26/2015,NYSE,closed,,,Thanksgiving Day
11/27/2015,NYSE,short day,9:30,13:00,Black Friday
12/11/2015,NYSE,economic,,,ppi
12/15/2015,NYSE,economic,,,cpi
12/16/2015,NYSE,economic,,,fomc
12/18/2015,NYSE,economic,,,witching
12/24/2015,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2015,NYSE,closed,,,Christmas Day
1/1/2016,NYSE,closed,,,New Year's Day
1/14/2016,NYSE,economic,,,ppi
1/18/2016,NYSE,closed,,,Martin Luther King's Birthday
1/20/2016,NYSE,economic,,,cpi
1/27/2016,NYSE,economic,,,fomc
2/15/2016,NYSE,closed,,,Washington's Birthday
2/18/2016,NYSE,economic,,,ppi
2/19/2016,NYSE,economic,,,cpi
3/15/2016,NYSE,economic,,,ppi
3/16/2016,NYSE,economic,,,fomc|cpi
3/18/2016,NYSE,economic,,,witching
3/25/2016,NYSE,closed,,,Good Friday
4/13/2016,NYSE,economic,,,ppi
4/14/2016,NYSE,economic,,,cpi
4/27/2016,NYSE,economic,,,fomc
5/12/2016,NYSE,economic,,,ppi
5/17/2016,NYSE,economic,,,cpi
5/30/2016,NYSE,closed,,,Memorial Day
6/14/2016,NYSE,economic,,,ppi
6/15/2016,NYSE,economic,,,fomc
6/16/2016,NYSE,economic,,,cpi
6/17/2016,NYSE,economic,,,witching
7/4/2016,NYSE,closed,,,Independence Day
7/14/2016,NYSE,economic,,,ppi
7/15/2016,NYSE,economic,,,cpi
7/27/2016,NYSE,economic,,,fomc
8/11/2016,NYSE,economic,,,ppi
8/16/2016,NYSE,economic,,,cpi
9/5/2016,NYSE,closed,,,Labor Day
9/14/2016,NYSE,economic,,,ppi
9/16/2016,NYSE,economic,,,cpi|witching
9/21/2016,NYSE,economic,,,fomc
10/18/2016,NYSE,economic,,,cpi|ppi
11/2/2016,NYSE,economic,,,fomc
11/15/2016,NYSE,economic,,,ppi
11/17/2016,NYSE,economic,,,cpi
11/24/2016,NYSE,closed,,,Thanksgiving Day
11/25/2016,NYSE,short day,9:30,13:00,Black Friday
12/13/2016,NYSE,economic,,,ppi
12/14/2016,NYSE,economic,,,fomc
12/15/2016,NYSE,economic,,,cpi
12/16/2016,NYSE,economic,,,witching
12/26/2016,NYSE,closed,,,Christmas Day Observed
1/2/2017,NYSE,closed,,,New Year's Day Observed
1/12/2017,NYSE,economic,,,ppi
1/16/2017,NYSE,closed,,,Martin Luther King's Birthday
1/18/2017,NYSE,economic,,,cpi
2/1/2017,NYSE,economic,,,fomc
2/14/2017,NYSE,economic,,,ppi
2/15/2017,NYSE,economic,,,cpi
2/20/2017,NYSE,closed,,,Washington's Birthday
3/14/2017,NYSE,economic,,,ppi
3/15/2017,NYSE,economic,,,fomc|cpi
3/17/2017,NYSE,economic,,,witching
4/13/2017,NYSE,economic,,,ppi
4/14/2017,NYSE,closed,,,Good Friday
4/14/2017,NYSE,economic,,,cpi
5/3/2017,NYSE,economic,,,fomc
5/11/2017,NYSE,economic,,,ppi
5/12/2017,NYSE,economic,,,cpi
5/29/2017,NYSE,closed,,,Memorial Day
6/13/2017,NYSE,economic,,,ppi
6/14/2017,NYSE,economic,,,fomc|cpi
6/16/2017,NYSE,economic,,,witching
7/3/2017,NYSE,short day,9:30,13:00,Independence Day
7/4/2017,NYSE,closed,,,Independence Day
7/13/2017,NYSE,economic,,,ppi
7/14/2017,NYSE,economic,,,cpi
7/26/2017,NYSE,economic,,,fomc
8/10/2017,NYSE,economic,,,ppi
8/11/2017,NYSE,economic,,,cpi
9/4/2017,NYSE,closed,,,Labor Day
9/13/2017,NYSE,economic,,,ppi
9/14/2017,NYSE,economic,,,cpi
9/15/2017,NYSE,economic,,,witching
9/20/2017,NYSE,economic,,,fomc
10/12/2017,NYSE,economic,,,ppi
10/13/2017,NYSE,economic,,,cpi
11/1/2017,NYSE,economic,,,fomc
11/14/2017,NYSE,economic,,,ppi
11/15/2017,NYSE,economic,,,cpi
11/23/2017,NYSE,closed,,,Thanksgiving Day
11/24/2017,NYSE,short day,9:30,13:00,Black Friday
12/12/2017,NYSE,economic,,,ppi
12/13/2017,NYSE,economic,,,fomc|cpi
12/15/2017,NYSE,economic,,,witching
12/25/2017,NYSE,closed,,,Christmas Day
1/1/2018,NYSE,closed,,,New Year's Day
1/11/2018,NYSE,economic,,,ppi
1/12/2018,NYSE,economic,,,cpi
1/15/2018,NYSE,closed,,,Martin Luther King's Birthday
1/31/2018,NYSE,economic,,,fomc
2/13/2018,NYSE,economic,,,ppi
2/14/2018,NYSE,economic,,,cpi
2/19/2018,NYSE,closed,,,Washington's Birthday
3/13/2018,NYSE,economic,,,cpi
3/14/2018,NYSE,economic,,,ppi
3/16/2018,NYSE,economic,,,witching
3/21/2018,NYSE,economic,,,fomc
3/30/2018,NYSE,closed,,,Good Friday
4/10/2018,NYSE,economic,,,ppi
4/11/2018,NYSE,economic,,,cpi
5/2/2018,NYSE,economic,,,fomc
5/9/2018,NYSE,economic,,,ppi
5/10/2018,NYSE,economic,,,cpi
5/28/2018,NYSE,closed,,,Memorial Day
6/12/2018,NYSE,economic,,,cpi|ppi
6/13/2018,NYSE,economic,,,fomc
6/15/2018,NYSE,economic,,,witching
7/3/2018,NYSE,short day,9:30,13:00,Independence Day
7/4/2018,NYSE,closed,,,Independence Day
7/11/2018,NYSE,economic,,,ppi
7/12/2018,NYSE,economic,,,cpi
8/1/2018,NYSE,economic,,,fomc
8/9/2018,NYSE,economic,,,ppi
8/10/2018,NYSE,economic,,,cpi
9/3/2018,NYSE,closed,,,Labor Day
9/12/2018,NYSE,economic,,,ppi
9/13/2018,NYSE,economic,,,cpi
9/21/2018,NYSE,economic,,,witching
9/26/2018,NYSE,economic,,,fomc
10/10/2018,NYSE,economic,,,ppi
10/11/2018,NYSE,economic,,,cpi
11/8/2018,NYSE,economic,,,fomc
11/9/2018,NYSE,economic,,,ppi
11/14/2018,NYSE,economic,,,cpi
11/22/2018,NYSE,closed,,,Thanksgiving Day
11/23/2018,NYSE,short day,9:30,13:00,Black Friday
12/5/2018,NYSE,closed,,,Exchange Holiday
12/11/2018,NYSE,economic,,,ppi
12/12/2018,NYSE,economic,,,cpi
12/19/2018,NYSE,economic,,,fomc
12/21/2018,NYSE,economic,,,witching
12/24/2018,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2018,NYSE,closed,,,Christmas Day
1/1/2019,NYSE,closed,,,New Year's Day
1/11/2019,NYSE,economic,,,cpi
1/15/2019,NYSE,economic,,,ppi
1/21/2019,NYSE,closed,,,Martin Luther King's Birthday
1/30/2019,NYSE,economic,,,fomc
2/13/2019,NYSE,economic,,,cpi
2/14/2019,NYSE,economic,,,ppi
2/18/2019,NYSE,closed,,,Washington's Birthday
3/12/2019,NYSE,economic,,,cpi
3/13/2019,NYSE,economic,,,ppi
3/15/2019,NYSE,economic,,,witching
3/20/2019,NYSE,economic,,,fomc
4/10/2019,NYSE,economic,,,cpi
4/11/2019,NYSE,economic,,,ppi
4/19/2019,NYSE,closed,,,Good Friday
5/1/2019,NYSE,economic,,,fomc
5/9/2019,NYSE,economic,,,ppi
5/10/2019,NYSE,economic,,,cpi
5/27/2019,NYSE,closed,,,Memorial Day
6/11/2019,NYSE,economic,,,ppi
6/12/2019,NYSE,economic,,,cpi
6/19/2019,NYSE,economic,,,fomc
6/21/2019,NYSE,economic,,,witching
7/3/2019,NYSE,short day,9:30,13:00,Independence Day
7/4/2019,NYSE,closed,,,Independence Day
7/10/2019,NYSE,economic,,,ppi
7/11/2019,NYSE,economic,,,cpi
7/31/2019,NYSE,economic,,,fomc
8/9/2019,NYSE,economic,,,ppi
8/13/2019,NYSE,economic,,,cpi
9/2/2019,NYSE,closed,,,Labor Day
9/11/2019,NYSE,economic,,,ppi
9/12/2019,NYSE,economic,,,cpi
9/18/2019,NYSE,economic,,,fomc
9/20/2019,NYSE,economic,,,witching
10/8/2019,NYSE,economic,,,ppi
10/10/2019,NYSE,economic,,,cpi
10/30/2019,NYSE,economic,,,fomc
11/13/2019,NYSE,economic,,,cpi
11/14/2019,NYSE,economic,,,ppi
11/28/2019,NYSE,closed,,,Thanksgiving Day
11/29/2019,NYSE,short day,9:30,13:00,Black Friday
12/10/2019,NYSE,economic,,,ppi
12/11/2019,NYSE,economic,,,fomc|cpi
12/20/2019,NYSE,economic,,,witching
12/24/2019,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2019,NYSE,closed,,,Christmas Day
1/1/2020,NYSE,closed,,,New Year's Day
1/14/2020,NYSE,economic,,,cpi|ppi
1/20/2020,NYSE,closed,,,Martin Luther King's Birthday
1/29/2020,NYSE,economic,,,fomc
2/13/2020,NYSE,economic,,,cpi|ppi
2/17/2020,NYSE,closed,,,Washington's Birthday
3/3/2020,NYSE,economic,,,fomc
3/11/2020,NYSE,economic,,,cpi
3/12/2020,NYSE,economic,,,ppi
3/15/2020,NYSE,economic,,,fomc
3/16/2020,NYSE,economic,,,fomc
3/20/2020,NYSE,economic,,,witching
4/9/2020,NYSE,economic,,,ppi
4/10/2020,NYSE,closed,,,Good Friday
4/10/2020,NYSE,economic,,,cpi
4/29/2020,NYSE,economic,,,fomc
5/12/2020,NYSE,economic,,,cpi|ppi
5/25/2020,NYSE,closed,,,Memorial Day
6/10/2020,NYSE,economic,,,fomc|cpi|ppi
6/19/2020,NYSE,economic,,,witching
7/3/2020,NYSE,closed,,,Independence Day Observed
7/14/2020,NYSE,economic,,,cpi|ppi
7/29/2020,NYSE,economic,,,fomc
8/11/2020,NYSE,economic,,,ppi
8/12/2020,NYSE,economic,,,cpi
9/7/2020,NYSE,closed,,,Labor Day
9/11/2020,NYSE,economic,,,cpi|ppi
9/16/2020,NYSE,economic,,,fomc
9/18/2020,NYSE,economic,,,witching
10/13/2020,NYSE,economic,,,cpi
10/14/2020,NYSE,economic,,,ppi
11/5/2020,NYSE,economic,,,fomc
11/12/2020,NYSE,economic,,,cpi|ppi
11/26/2020,NYSE,closed,,,Thanksgiving Day
11/27/2020,NYSE,short day,9:30,13:00,Black Friday
12/10/2020,NYSE,economic,,,cpi|ppi
12/16/2020,NYSE,economic,,,fomc
12/18/2020,NYSE,economic,,,witching
12/24/2020,NYSE,short day,9:30,13:00,Christmas Eve
12/25/2020,NYSE,closed,,,Christmas Day
1/1/2021,NYSE,closed,,,New Year's Day
1/13/2021,NYSE,economic,,,cpi
